name,id,base_experience,weight,height,bmi,order,type_1,type_2,sprite
Vullaby,629,74.0,90.0,5.0,36.0,752,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/629.png
Mandibuzz,630,179.0,395.0,12.0,27.430553,753,dark,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/630.png
Heatmor,631,169.0,580.0,14.0,29.591837,754,fire,null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/631.png
Durant,632,169.0,330.0,3.0,366.66663,755,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/632.png
Deino,633,60.0,173.0,8.0,27.031248,756,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/633.png
Zweilous,634,147.0,500.0,14.0,25.510204,757,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/634.png
Hydreigon,635,300.0,1600.0,18.0,49.382717,758,dark,dragon,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/635.png
Larvesta,636,72.0,288.0,11.0,23.801651,759,bug,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/636.png
Volcarona,637,275.0,460.0,16.0,17.96875,760,bug,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/637.png
Cobalion,638,290.0,2500.0,21.0,56.689346,761,steel,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/638.png
Terrakion,639,290.0,2600.0,19.0,72.02216,762,rock,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/639.png
Virizion,640,290.0,2000.0,20.0,50.0,763,grass,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/640.png
Tornadus-incarnate,641,290.0,630.0,15.0,28.0,764,flying,null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/641.png
Thundurus-incarnate,642,290.0,610.0,15.0,27.11111,766,electric,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/642.png
Reshiram,643,340.0,3300.0,32.0,32.226562,768,dragon,fire,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/643.png
Zekrom,644,340.0,3450.0,29.0,41.02259,769,dragon,electric,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/644.png
Landorus-incarnate,645,300.0,680.0,15.0,30.222221,770,ground,flying,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/645.png
Kyurem,646,330.0,3250.0,30.0,36.11111,772,dragon,ice,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/646.png
Keldeo-ordinary,647,290.0,485.0,14.0,24.7449,775,water,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/647.png
Meloetta-aria,648,270.0,65.0,6.0,18.055553,777,normal,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/648.png
Genesect,649,300.0,825.0,15.0,36.666668,779,bug,steel,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/649.png
Basculin-blue-striped,10016,161.0,180.0,10.0,18.0,667,water,null,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10016.png
Darmanitan-zen,10017,189.0,929.0,13.0,54.97042,674,fire,psychic,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10017.png
Meloetta-pirouette,10018,270.0,65.0,6.0,18.055553,778,normal,fighting,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/10018.png
